"X1" "X2" "value" "BH" "X1" "X2" "value"
"217" "mindex" "pct_iso" 2.48824960635829e-10 2.98589952762995e-09 "mindex" "pct_iso" 0.661665976047516
"218" "i31.n31" "pct_iso" 0.409763228434652 0.592428764001907 "i31.n31" "pct_iso" -0.0986349582672119
"219" "i33.n33" "pct_iso" 0.116015162282606 0.217528429279885 "i33.n33" "pct_iso" -0.186863899230957
"220" "nalk_ACL" "pct_iso" 0.605073635862464 0.789226481559736 "nalk_ACL" "pct_iso" -0.0619688890874386
"221" "nalk_CPI" "pct_iso" 0.00131375188523974 0.00518627188679347 "nalk_CPI" "pct_iso" -0.371502995491028
"222" "pct_iso" "pct_iso" NA NA "pct_iso" "pct_iso" 1
"223" "pct_anteiso" "pct_iso" 0.0252559909666388 0.0673493092443701 "pct_anteiso" "pct_iso" 0.263618230819702
"224" "Sum_Alk.area" "pct_iso" 0.00144255614699285 0.00540958555122317 "Sum_Alk.area" "pct_iso" -0.368608921766281
"225" "anteiso_ACL" "pct_anteiso" 0.00961751084604767 0.0274786024172791 "anteiso_ACL" "pct_anteiso" -0.303236067295074
"226" "anteiso_CPI" "pct_anteiso" 3.78372139686611e-06 4.12769606930849e-05 "anteiso_CPI" "pct_anteiso" -0.514462172985077
"227" "eps13C_i.C31" "pct_anteiso" 0.627604882170167 0.796610717798952 "eps13C_i.C31" "pct_anteiso" 0.0581387877464294
"228" "eps13C_i.C33" "pct_anteiso" 0.97732985421376 0.985542710131523 "eps13C_i.C33" "pct_anteiso" -0.00340857938863337
"229" "eps13C_n.C31" "pct_anteiso" 0.125843905897707 0.228807101632194 "eps13C_n.C31" "pct_anteiso" -0.182069584727287
"230" "eps13C_n.C33" "pct_anteiso" 0.106540460890801 0.206207343659616 "eps13C_n.C33" "pct_anteiso" 0.191790953278542
"231" "iso_ACL" "pct_anteiso" 0.000716786219110643 0.00358393109555322 "iso_ACL" "pct_anteiso" -0.389636874198914
"232" "iso_CPI" "pct_anteiso" 0.968565035104859 0.985542710131523 "iso_CPI" "pct_anteiso" 0.00472699198871851
"233" "mindex" "pct_anteiso" 0 0 "mindex" "pct_anteiso" 0.856692612171173
"234" "i31.n31" "pct_anteiso" 1.63579681777826e-05 0.000150996629333378 "i31.n31" "pct_anteiso" -0.484213829040527
"235" "i33.n33" "pct_anteiso" 0.00133978690408831 0.00518627188679347 "i33.n33" "pct_anteiso" -0.370897978544235
"236" "nalk_ACL" "pct_anteiso" 0.00845363772186358 0.0247423543078934 "nalk_ACL" "pct_anteiso" -0.308149993419647
"237" "nalk_CPI" "pct_anteiso" 0.000544249413165998 0.00283956215564869 "nalk_CPI" "pct_anteiso" -0.397549688816071
"238" "pct_iso" "pct_anteiso" 0.0252559909666388 0.0673493092443701 "pct_iso" "pct_anteiso" 0.263618230819702
"239" "pct_anteiso" "pct_anteiso" NA NA "pct_anteiso" "pct_anteiso" 1
"240" "Sum_Alk.area" "pct_anteiso" 0.050759615103896 0.114927430423916 "Sum_Alk.area" "pct_anteiso" -0.231140270829201
"241" "anteiso_ACL" "Sum_Alk.area" 0.00770113448234278 0.0231034034470283 "anteiso_ACL" "Sum_Alk.area" 0.311652481555939
"242" "anteiso_CPI" "Sum_Alk.area" 0.00103522957268121 0.00445866364065691 "anteiso_CPI" "Sum_Alk.area" 0.378758281469345
"243" "eps13C_i.C31" "Sum_Alk.area" 0.237965508853565 0.387450042825952 "eps13C_i.C31" "Sum_Alk.area" -0.140845075249672
"244" "eps13C_i.C33" "Sum_Alk.area" 0.359323994358342 0.55280614516668 "eps13C_i.C33" "Sum_Alk.area" -0.109621196985245
"245" "eps13C_n.C31" "Sum_Alk.area" 0.425325185321016 0.600459085159082 "eps13C_n.C31" "Sum_Alk.area" -0.0954080671072006
"246" "eps13C_n.C33" "Sum_Alk.area" 0.272976825974875 0.436762921559801 "eps13C_n.C33" "Sum_Alk.area" 0.130926638841629
"247" "iso_ACL" "Sum_Alk.area" 0.79554458885326 0.900616515682936 "iso_ACL" "Sum_Alk.area" -0.0310737527906895
"248" "iso_CPI" "Sum_Alk.area" 0.234412475549717 0.387450042825952 "iso_CPI" "Sum_Alk.area" -0.141906231641769
"249" "mindex" "Sum_Alk.area" 0.00729680914472008 0.0224517204452926 "mindex" "Sum_Alk.area" -0.313660234212875
"250" "i31.n31" "Sum_Alk.area" 0.497495724859523 0.680856245537618 "i31.n31" "Sum_Alk.area" -0.0812439322471619
"251" "i33.n33" "Sum_Alk.area" 0.199211553766894 0.33669558383137 "i33.n33" "Sum_Alk.area" -0.15308304131031
"252" "nalk_ACL" "Sum_Alk.area" 0.765425875916025 0.874772429618314 "nalk_ACL" "Sum_Alk.area" -0.0357773527503014
"253" "nalk_CPI" "Sum_Alk.area" 0.000111005808697051 0.000832543565227883 "nalk_CPI" "Sum_Alk.area" 0.439771056175232
"254" "pct_iso" "Sum_Alk.area" 0.00144255614699285 0.00540958555122317 "pct_iso" "Sum_Alk.area" -0.368608921766281
"255" "pct_anteiso" "Sum_Alk.area" 0.050759615103896 0.114927430423916 "pct_anteiso" "Sum_Alk.area" -0.231140270829201
"256" "Sum_Alk.area" "Sum_Alk.area" NA NA "Sum_Alk.area" "Sum_Alk.area" 1
