IL	DEV.CompAll	DEV.CompInt	DEV.CompPri	DEV.CompRachis	DEV.CompSec	DEV.CotPaveAR	DEV.CotPaveArea	DEV.CotPaveCirc	DEV.CotPaveCnt	DEV.CotPaveRound	DEV.CotPaveSolid	DEV.CotStom	DEV.CotStomInd	DEV.FlowTime	DEV.LatLfSize	DEV.LatPC1	DEV.LatPC2	DEV.LatPC3	DEV.LatPC4	DEV.LatPC5	DEV.LfAbStom	DEV.LfAdStom	DEV.LfStomRatio	DEV.LftAR	DEV.LftCirc	DEV.LftRound	DEV.LftSolid	DEV.TermLfSize	DEV.TermPC1	DEV.TermPC3	DEV.TermPC4	DEV.TermPC5	ENZ.aa_cont	ENZ.ac_inv	ENZ.aconi	ENZ.agpa	ENZ.ala_ami	ENZ.asp_ami	ENZ.fbp_ald	ENZ.fru_kin	ENZ.fructose_e	ENZ.fuma	ENZ.g6pdh	ENZ.gadph	ENZ.gapdh_p	ENZ.gluc_kin	ENZ.glucose_e	ENZ.gluta_dh	ENZ.iso_ci_dh	ENZ.mal_dh	ENZ.pep_car	ENZ.ph_fru_kin	ENZ.ph_fru_kin_a	ENZ.ph_glu_is_c	ENZ.ph_glu_is_t	ENZ.ph_glu_mut	ENZ.ph_gly_kin	ENZ.pro_con	ENZ.pyr_kin	ENZ.shik_de	ENZ.starch	ENZ.suc_p_syn	ENZ.suc_syn	ENZ.succ_co_l	ENZ.sucrose_e	ENZ.tr_ph_iso	ENZ.udp_glu	MET.a_tocopherol	MET.aconitate	MET.alanine	MET.arabinose	MET.arginine	MET.asparagine	MET.aspartate	MET.b_alanine	MET.benzoate	MET.citramalate	MET.citrate	MET.cysteine	MET.dehydroascorbate	MET.erythritol	MET.fa16_0	MET.fa18_0	MET.fa18_2	MET.fructose	MET.fructose_6p	MET.fucose	MET.fumarate	MET.gaba	MET.galactose	MET.galacturonate	MET.gluconate	MET.glucose	MET.glucose_6p	MET.glutamate	MET.glutamine	MET.glycerate	MET.glycerate_3p	MET.glycerol	MET.glycerol_1p	MET.glycine	MET.homoserine	MET.inositol	MET.inositol_1p	MET.isocitrate	MET.isoleucine	MET.isomaltose	MET.l_ascorbate	MET.leucine	MET.lysine	MET.malate	MET.maleate	MET.maltitol	MET.maltose	MET.mannitol	MET.mannose	MET.methionine	MET.oxoproline_5	MET.phenylalanine	MET.phosphate	MET.proline	MET.putrescine	MET.quinate	MET.rhamnose	MET.ribose	MET.s_me_cysteine	MET.saccharate	MET.serine	MET.shikimate	MET.sorbitol	MET.succinate	MET.sucrose	MET.t4_ho_proline	MET.threonate	MET.threonine	MET.trehalose	MET.tryptophan	MET.tyrosine	MET.uracil	MET.valine	MOR.Anther_L_W	MOR.Anther_length	MOR.Anther_width	MOR.BM	MOR.BX	MOR.BY	MOR.EA	MOR.flowers_inf	MOR.flowers_plant	MOR.FN	MOR.Fruit_L_Pt	MOR.Fruit_L_W	MOR.Fruit_length	MOR.Fruit_locule	MOR.Fruit_peric_thick	MOR.Fruit_W_Pt	MOR.Fruit_width	MOR.FW	MOR.HI	MOR.inf	MOR.Ovary_L_W	MOR.Ovary_length	MOR.Ovary_width	MOR.PW	MOR.RED	MOR.Seed_L_W	MOR.Seed_Length	MOR.Seed_Width	MOR.Seed_Wt	MOR.SN_fruit	MOR.SN_fruit_unit	MOR.SN_plant	MOR.Style_L_W	MOR.Style_length	MOR.Style_width	MOR.SW_fruit	MOR.SW_plant	MOR.TY	SED.Adenine_seeds	SED.Alanine_seeds	SED.Arginine_seeds	SED.Asparagine_seeds	SED.Aspartate_seeds	SED.Benzoate_seeds	SED.Citrate_seeds	SED.Erythritol_seeds	SED.Fructose_seeds	SED.Fumarate_seeds	SED.GABA_seeds	SED.Galactinol_seeds	SED.Galactonic_acid_1_4_lactone_seeds	SED.Glutamate_seeds	SED.Glycerate_seeds	SED.Glycerol_1P_seeds	SED.Glycerol_seeds	SED.Glycine_seeds	SED.Glycolate_seeds	SED.Isoleucine_seeds	SED.Lysine_seeds	SED.Malate_seeds	SED.Maltotriose_seeds	SED.Melezitose_seeds	SED.Myo_Inositol_seeds	SED.NA_sugar_seeds	SED.Nicotinate_seeds	SED.Nonanoate_seeds	SED.Octadecanoate_seeds	SED.Phenylalanine_seeds	SED.Phosphate_seeds	SED.Proline_seeds	SED.Putrescine_seeds	SED.Raffinose_seeds	SED.Salicylate_seeds	SED.Serine_seeds	SED.Succinate_seeds	SED.Threonine_seeds	SED.Trehalose_alpha_alpha_seeds	SED.Tyrosine_seeds	SED.Uracil_seeds	SED.Urea_seeds	SED.Valine_seeds	SED.X4_Hydroxy_Benzoate_seeds	WAX.pct_iso	WAX.pct_anteiso	WAX.mindex	WAX.nalk_CPI	WAX.nalk_ACL	WAX.anteiso_CPI	WAX.anteiso_ACL	WAX.iso_CPI	WAX.iso_ACL	WAX.13eps_iC31	WAX.13eps_nC31	WAX.13eps_iC33	WAX.13eps_nC33	WAX.i31_n31	WAX.i33_n33	WAX.sum_alk_area
M82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45	6.35	0.13	11.80	31.33	0.23	32.13	9.60	31.90	-17.6	-19.5	-17.8	-19.0	1.9	1.2	8.63
il.1.1.2.I	-1.271462195	-1.289250512	-0.529435982	-1.224314058	-1.129422251	-0.75761891	-0.458235137	0.33458023	1.047405722	0.786658487	-0.434421787	0.647920824	-0.241239049	0.54948638	0.299493092	-0.220028585	1.128274569	-0.931655038	1.306142096	-1.55009155	-1.553118007	-1.657564746	0.922977946	0.594113537	0.969091881	-0.581245222	-1.238229082	0.726270165	0.052952931	-0.89161765	1.528779901	-1.810750609	0.102898134	0.249960712	-0.592956695	0.33210022	-0.142279945	0.029744963	0.60665811	1.469227998	0.052581406	-0.593945915	-0.2013279	-0.06577915	0.051514155	-0.39817839	0.93353875	-0.079888705	-0.032775015	-0.449694532	-0.006310928	-0.22424894	0.095200676	-0.008178041	-0.212222555	-0.360925912	-0.62203836	0.156874221	0.00024637	-0.195237975	-0.278739988	-0.205966336	-1.095187025	0.18523233	0.12387771	0.392384215	-0.217367774	-0.84706398	-0.83245252	0.058053343	-0.459767253	-0.365018003	-0.360719994	-0.72143368	-0.0440709	-0.644963163	0.430258872	0.165653	0.75789413	-0.014952815	-1.169153093	0.024178639	-0.059081076	-0.202423215	-0.019290594	0.417874043	0.225564705	-0.274275387	-0.180560513	-0.617957835	-0.244120248	-0.212468192	0.18560697	0.629839373	-0.04551231	-0.186050391	-0.071283432	0.54736876	-0.109846826	-0.137051535	0.217159393	0.138157959	0.174352459	-0.68747708	0.036196811	0.06536927	-0.32526129	-0.389503472	0.105539229	0.075642644	1.580721424	0.551750333	-0.161955666	-0.450969978	-0.724735403	-0.549348638	0.186877109	-0.733232095	-0.207952407	-0.272123586	-0.077452542	0.315006571	-0.093957988	-0.901105685	-1.059971375	-0.423089337	-0.50218893	0.208695048	0.33414469	-0.108713884	-0.349122747	-0.429318357	-0.642907601	0.075878114	0.070720377	-0.51660279	-0.316410533	0.384530643	-0.382170512	0.390419177	-0.328353686	-0.5768225	-0.37656208	-1.2905449	-0.33342829	-1.151366679	0.52167233	0.280191159	-0.6269859	-1.2260715	0.005343165	0.112077964	0.043918305	0.39799495	0.065621255	-0.141431867	-0.086451141	-0.060139642	0.094233955	-0.80770149	-0.443607719	-0.06141876	0.76491056	-0.59790614	-1.457364749	0.903780096	0.392173976	-0.19656309	0.12940284	0.16861404	0.39133891	-0.94024861	0.47071352	0.095511774	-0.528577856	0.21664418	-0.782970569	-1.33126095	0.337005786	-0.49407225	-0.04272602	0.074620559	-0.427145244	1.04802915	0.152646877	-0.31880759	2.20503306	1.03866653	-0.163460762	NA	0.273182131	-0.669669586	-0.2126698	-0.30343983	-0.271128445	-1.00210407	3.46662921	-0.403660593	0.02849726	0.204438852	-0.217525715	-0.78198935	-0.28487801	1.59776418	-1.33890792	NA	0.93348357	-0.29997752	-0.26768113	-0.41439567	1.04389591	0.28506136	-1.56516758	-0.54502044	0.004262298	-0.50380804	-2.90493435	-0.3911556	-1.13920548	-1.22741349	-0.656672817	-0.259660048	8.93	9.40	0.19	11.40	31.27	0.18	32.07	15.43	31.73	-17.6	-19.2	-17.6	-18.6	1.6	1.0	2.97
il.1.1.3.I	0.048719757	0.403698865	0.278557816	0.414596718	-0.249088346	-1.198450774	1.547371325	0.557700475	-1.658517599	0.890941653	-0.446827348	-0.523320666	0.805596283	1.6447909	-1.712136436	0.142024101	1.141557903	-0.07763792	-0.796958917	-0.38357771	0.433385271	0.160027546	0.137996235	-0.138099377	-0.513155004	0.110566698	0.610845321	-1.503304735	0.17767999	-0.162597812	-0.583925687	-0.070490679	-0.326051175	0.253459006	0.306000855	-0.698576704	-0.190770825	0.600391072	-0.697562535	0.929018949	-0.273985795	0.891058	0.087050585	-0.27096241	-0.339118645	0.33453368	2.378602475	-0.785655005	1.093508994	-0.028992555	0.74061853	-0.155113115	0.793709825	0.006669954	-0.56428872	0.154745909	0.19411575	1.682771713	0.463619575	0.45489021	0.020647404	0.28588094	0.10859906	0.413582666	0.18870413	0.32789184	0.498073921	-0.51401067	-0.284645355	-0.18086803	0.340224713	-0.867360739	-1.00316619	-0.639321433	0.236606619	-0.704517122	-0.603409328	0.103881583	0.650545487	0.794725803	-0.97134123	0.093832051	0.027279312	0.0200021	2.181684191	-0.226452423	0.211049255	-0.04346523	0.542271706	-0.164365463	0.66449359	0.218282823	2.11776023	0.204518137	-0.407348183	-0.358405482	-0.887934699	2.81237975	0.13650409	0.608928333	-0.035511837	0.087198183	0.510780397	0.088718425	-0.142336996	0.30656156	0.30282228	-0.144288454	0.070215377	-0.226023576	0.659893801	-0.089898077	1.004715887	1.005862052	-0.604619385	0.833679487	-0.235900582	-1.376609501	-0.204533848	-0.242990562	0.546886865	-0.21186233	1.260122568	-0.605091025	-0.09405273	-0.785304941	-0.41865622	0.28499936	0.37388449	-0.139894214	0.066208953	1.576268741	-0.865548038	0.112282896	-0.181192317	0.217946985	-1.249010917	-0.159706297	-0.189503966	-0.07179409	-0.711004303	-1.30020372	-0.90073839	0.40910404	1.77482284	0.374177625	-2.20227371	-0.434240482	1.12056701	0.73758446	-0.859253902	1.592338877	-1.29461116	-0.51590212	-0.77352368	-2.44639044	-2.417876608	-2.203842852	-1.402475591	1.47617876	0.005452229	-0.54651231	-0.84244009	1.63145241	-1.488287874	-0.559188215	0.020075981	0.44494226	0.1114487	-1.93179238	-1.39956172	-0.552624015	-1.38865605	-0.942300866	0.545703479	-1.60431984	-0.479421286	-0.2075266	0.099539948	0.36386203	-0.222525857	-0.12294894	-0.149096865	0.51250319	0.339044896	1.92356458	0.04426477	0.64695932	-0.050272741	-0.352125221	0.491248478	0.732210069	1.3384311	1.15496456	0.263590624	-0.61347094	0.89434613	0.146667402	0.46026874	0.615344908	1.023324935	0.563838934	0.67394741	0.28278178	1.02808618	-1.18002447	-0.205155	0.03727132	0.4071141	0.08069322	-0.35842323	0.93037644	0.716825	0.47382308	-0.282710115	0.09111889	-2.042215163	0.38012231	-1.56726703	-0.02323806	0.146959595	0.843074322	10.78	10.48	0.21	10.1	31.3	0.15	32.0	9.5	31.7	-16.0	-17.0	-16.1	-16.7	1.0	0.5	0.5
il.1.1.I	-1.638617322	-2.269543055	-0.908068641	-2.086897825	-0.935780036	0.435164894	-2.205556652	0.054450675	2.908471297	-0.610090922	0.448399884	0.137890842	-2.293811928	0.468354934	-1.555027239	-2.25622532	0.988913481	2.256916273	-2.627746155	0.611294936	-1.664181765	-0.134968762	-0.853834312	-2.673880785	-0.329708287	2.877337556	0.384993192	-2.128436074	-1.946209773	0.537923098	-0.800054366	-0.329511545	0.768824387	0.58359118	-0.37603727	-0.40393745	-0.30181793	-0.261415361	1.43992071	0.183490059	-0.8985961	1.89035642	-1.35306545	-0.83485718	0.06646057	-0.99605409	0.818506245	-0.054516273	0.682028921	-0.144987059	2.062216785	-0.492884677	1.452574327	1.250186674	0.02345459	1.284004392	0.55031513	1.842353232	-0.189816421	0.59114541	-0.216797769	-0.67177994	-0.62881459	2.04200407	0.382281455	1.429470995	-0.11259118	0.217779045	1.61664442	-0.978600425	-0.066854636	-0.114997279	1.227145196	4.244079365	-0.000237733	-0.300351135	-0.305382055	-1.491032322	2.222296075	0.291551137	-0.530789185	-0.177052419	0.144651752	-0.422254235	-0.881250169	1.079482466	NA	0.417257226	0.688459463	-1.045733678	-0.43511624	-0.537790591	-0.972478685	1.440669796	2.403371845	1.476643754	-0.579075462	1.10661115	-0.03365412	0.917284498	1.69100596	1.549213499	0.218724681	1.45807553	-0.596029525	3.04926603	1.289410145	0.423247013	2.547104454	1.17889618	-0.247909463	-1.710878544	0.65056029	0.250273045	0.640069763	-0.170314467	2.356579942	3.268456766	1.470345522	1.575500645	1.096811394	0.961313176	-0.674424822	-0.859220905	-0.41044914	2.038808756	-0.638298405	1.768157787	0.38781935	2.676381633	-0.447362105	1.194701319	2.99661798	-1.431509523	0.058001225	-0.357840292	-0.71464399	0.107713925	-0.61303638	0.769233185	-0.374973549	-2.05313933	-2.08419545	-1.05016752	1.836512496	-1.731919795	-2.92934162	NA	NA	-1.91511333	-0.734213582	0.61890487	-1.36350344	0.88080849	-1.11058486	-1.387365594	-1.824138722	-1.744668976	-3.094083236	NA	-1.392872628	-2.26623516	-2.11210394	1.749164535	-3.277295001	1.13902884	NA	-0.24437042	-0.56584552	-2.15233593	-2.28369815	-2.4188608	-0.97535471	0.377940595	1.252630102	-2.18298742	-2.4739877	-2.079676515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.50	6.05	0.12	13.40	31.33	0.19	32.00	13.97	31.70	-18.5	-20.1	-18.6	-19.6	1.6	1.1	3.63
il.1.2.I	-0.603897057	-0.328790007	-0.933469669	-0.307340431	-0.806520489	2.438277297	0.555452834	0.458040453	-0.54542972	-2.006878199	-0.762604211	0.015242753	0.381347428	NA	-1.700089993	0.007116744	0.773623213	-0.100026529	0.838028152	-0.092880389	-0.806516038	-0.745962677	0.330227277	0.687233748	-0.237819901	-0.671952791	0.159634354	-0.683819767	0.743567851	-2.18789909	0.698997075	-0.799371502	0.901850861	0.761655443	0.05505169	0.107710139	0.25464488	0.620570802	0.9694996	1.374530363	-0.06313248	-0.41846462	0.082812725	1.05647397	-0.217004405	0.53265426	0.63775064	-0.374790851	-0.343854976	1.388423478	1.537418185	0.678147588	1.912928403	1.257686489	1.29000811	1.056477215	0.06458458	1.171084354	1.258264465	0.816529645	0.526508867	0.291213225	-0.041217345	0.169888841	-0.191411095	1.198727655	0.929788609	0.271476093	1.48230002	0.45706573	-0.473466353	-0.228749305	0.133582178	1.22178207	0.271135617	-0.881521177	-0.572778025	0.691849551	0.29574384	1.087574534	-0.478812873	0.438727865	0.254921177	0.166982285	0.685143964	0.834351104	2.05491646	0.724273639	0.202602248	-0.22029454	-0.027344608	-0.041426915	0.745873047	1.326631324	-0.032280513	-0.084911647	-0.292864911	0.384289235	0.128027068	0.57072917	0.734723633	0.4753096	0.789316857	0.36814283	0.517949848	0.68267422	2.6118742	-0.384796963	0.351361449	0.274495907	-0.136258051	0.120621697	0.685863902	-0.061351405	0.883799359	0.292204157	1.141609192	-0.391608795	0.091114837	-0.284120443	0.905211105	0.494446765	-0.110455027	-0.18221895	0.83114731	0.048510018	-0.653192185	1.007026383	NA	0.060472863	0.489621747	0.581299223	0.15358181	0.434188797	0.894114283	-0.683007856	-0.302539913	0.52716396	0.325446292	0.749912363	-0.358246427	-0.84149018	-0.67051276	-0.23214339	0.017648335	-0.313730823	-0.61714819	0.083722458	1.76226167	-0.29846783	-0.547882043	0.25981115	-0.52808008	-0.26587367	-0.13629968	-0.844135801	-0.749450904	-0.69289846	-0.317731631	1.79785204	-0.507521804	-0.65266818	-0.45983612	0.22907326	-0.731170048	0.371632038	0.700353112	0.50832124	0.35728099	-0.46870473	-0.32243893	-0.46781368	0.18860694	0.525908409	0.105112776	-0.2464636	-0.345624717	-0.38643711	0.095631447	0.02677062	0.14397201	-0.090225391	0.007434994	1.11204426	0.414226876	-0.4038576	1.6807161	1.2303216	-0.464354762	NA	1.067624164	-0.248155353	-0.309874	0.10023139	0.488408448	-0.34994927	3.33068365	0.036259427	1.13968624	1.359193337	0.233845302	2.05828828	0.02994425	1.82577785	-0.64982973	NA	0.93785689	0.06608627	0.33734522	0.03773154	2.11001922	1.86836317	-1.43808384	0.24499366	-0.152790614	0.40509709	-2.12030771	-0.17502556	-1.21406702	-1.15401893	-0.175430189	0.471508401	5.81	6.45	0.12	14.30	31.30	0.24	32.00	11.10	31.63	-18.4	-20.0	-18.9	-20.2	1.6	1.3	5.20
il.1.3.I	-1.204565125	-1.022674415	-0.842053135	-1.064097051	-1.209612295	0.778311936	1.24840311	-1.219430269	-0.940888962	-0.624758602	0.84686884	-0.53993402	0.272483236	1.031071777	0.775327569	-0.546963714	1.725614493	1.146513467	-0.363921199	-0.544590283	-0.782118228	-0.139774983	-0.196785422	-0.089530707	-0.321794112	0.1145388	0.378520155	0.939682841	0.616123379	-1.309201576	-0.081463022	-0.242301362	1.694115285	-0.69631688	0.51129622	-0.540794785	0.303448205	0.493821368	1.58262919	-0.388762062	-1.02352998	1.13103042	-0.25468734	0.82667662	-0.93295513	0.23398983	0.44979372	0.992339084	-0.051438748	-1.018088571	1.105482059	0.864392916	1.576814842	0.907034809	0.86617259	0.46954798	-0.053395945	1.912038186	0.489903	1.0776425	2.632544334	1.001131949	-0.02584499	1.04340886	-0.00534335	1.555517805	0.361763195	-0.29052772	0.756993105	0.09449528	-0.641071236	0.077169353	0.924326534	1.11303728	0.183359365	-0.977406433	0.623857128	1.472894771	1.670036673	1.137990003	-1.206538233	0.293999344	0.147390408	-0.00596243	-0.091047886	0.334108515	0.24835347	-0.426538804	1.160192202	-1.007084908	-0.701421662	-0.120049298	-0.074410117	0.407065448	1.693429923	0.701584272	-0.790408871	0.3523639	-0.018910084	0.888402308	0.263517933	0.408239841	0.649931972	0.05003146	1.198086168	0.433437177	0.61492931	1.120475279	0.465229571	0.242990367	0.028134642	1.269244516	0.025753768	0.282819202	0.650928747	-0.457325634	0.197526415	1.823988597	0.641906342	1.079042179	0.912929665	1.721858302	0.754823182	-2.549323015	-0.1333646	0.139969214	-0.021987435	0.174062384	NA	0.108012643	-0.120178737	0.65430629	0.58534898	-0.081756505	0.17579097	-0.809446112	0.332400713	-0.27717509	1.27429941	0.219792927	1.690277116	0.14202456	-1.45616726	-1.05166084	0.151801011	-0.992677349	-0.34009224	-1.291558452	-0.85822287	-1.12091796	-1.193491046	-0.073680555	-1.11352307	-1.13666238	-0.27561831	-1.09350554	-1.017025544	-1.13582764	-0.685684092	-0.51819554	1.321635832	0.76883767	-0.29972949	-0.20405385	-1.27772043	-1.226154239	1.009875814	2.06664585	3.10903167	-2.22480636	-2.09858397	-1.855077576	0.55814477	0.825334558	-0.007844068	-1.40584511	-1.422286891	-1.20847517	0.094103212	0.59135173	0.580861399	0.300883132	0.913410523	0.52288121	1.749161047	-0.0958479	1.08305601	0.88994993	0.879853551	0.072853854	1.684885522	1.470823502	0.7331052	1.03251137	0.586273896	0.78553163	1.66027345	0.874375578	1.2712736	2.534966405	0.36707624	1.107835074	1.0774289	1.00776511	1.0379034	0.01301711	0.19968215	1.24997426	1.73422704	0.66460352	0.17605148	1.68582082	0.3509492	0.92985683	1.867471556	0.36727908	0.646553872	1.98332263	-0.17332025	-0.57974263	0.469617656	1.496150884	11.62	5.36	0.17	14.45	31.30	0.23	32.15	14.85	31.65	-19.8	-21.7	-19.6	-21.2	1.9	1.5	7.70
il.1.4.18.I	-0.688230672	-0.467657567	-0.226209512	-0.451136757	-0.764542094	0.206013242	-0.321699939	0.677952188	0.473379071	-0.023800268	-0.765126093	0.589774084	0.11625597	0.257566728	0.199709798	-0.081423007	1.360197485	-0.467633052	1.203867114	-1.007123462	0.019455473	-0.00316928	-0.068282915	0.691475322	0.937650433	-0.680221088	-1.2495183	0.702447128	-0.496929905	-1.54413116	1.092320561	-1.67790017	0.221935274	0.372648608	-0.48017603	-0.368467159	0.777602505	0.677764724	-0.755139655	0.204994613	-0.749393348	-0.166613005	0.159335755	0.117264915	-0.16129893	-0.298811835	0.459680995	-0.115759647	2.122199053	-0.564792897	0.14450412	-0.175250722	-0.105484874	0.006712668	-0.11755498	-0.38890926	-0.67940649	-0.08695566	-0.03432863	-0.28059711	3.602972444	-0.516560387	0.16471752	-0.082882341	-0.53815071	-0.275711065	-0.429337678	-0.398550327	-0.77321712	0.682929683	0.016696764	NA	0.795562816	0.485228307	-0.17049903	-0.094032377	1.56999833	-0.382105895	0.246751143	-0.198799914	-0.143479205	0.897370136	0.874165521	-0.172335835	-0.407527356	-0.1275388	0.67208071	-0.528431984	-0.400526219	-0.841378289	-0.633207242	0.325133447	-0.469007003	-0.299214769	-0.178831383	-0.239083041	0.120923828	1.2218738	0.234928512	0.169663503	0.083463463	0.634039707	-0.082386512	-0.103766615	-0.912748178	-0.011388447	0.093207465	0.041386644	0.283674681	0.791966854	1.088433118	-0.73010075	0.21329362	-0.62819496	0.035111326	-0.971657067	0.509741247	-0.293787303	0.059685419	-0.170787297	0.356882929	0.232347998	0.064898117	0.06061704	-0.08885443	-0.45053219	1.432972015	-0.274561866	-0.10496084	-0.349885585	-0.18720068	-0.366972087	0.382656455	0.983249715	-0.006173327	-0.064833612	0.88446629	0.474668447	0.22239339	0.159844287	-0.452996598	0.25918546	0.80118116	-0.9898747	-0.207749068	-1.0692002	0.51365322	-1.005785796	-0.85918837	-0.89136836	0.723283192	-0.140602747	-0.11652048	-1.02026984	-0.777139285	0.871354163	0.013003136	0.050743967	0.060385991	-0.56644653	-0.158333818	0.40565412	0.83562699	-0.42621682	-1.395552503	0.68889252	1.600751657	1.31325198	0.19857375	-0.04109981	0.21279277	-0.666699167	-0.43104272	0.955155989	1.203521938	0.01715742	-0.557755204	-1.04609218	0.041332427	-0.34853303	0.146276794	0.066599825	0.059314333	-0.65389037	2.563919272	-0.62668351	2.30012891	-0.27899917	-0.459992262	0.468827651	-0.058061892	-0.099556771	-0.7696444	-0.24213065	-0.647049561	-0.86029839	0.3756074	-0.37893603	-0.83144453	-1.439087025	-0.054421951	0.57407502	-0.62589055	1.51851447	-0.60806488	-1.38979285	0.15167678	-0.23319186	-0.12623937	-0.81974463	-1.19192201	-1.35034923	0.0107714	-0.66613774	-0.737061108	-0.79632397	-2.417973499	-0.01115065	-1.44756222	-0.7300635	-0.366412487	-0.562360039	9.42	7.00	0.16	11.67	31.37	0.17	32.10	17.47	31.83	-18.6	-21.0	-18.6	-20.4	2.3	1.8	3.13
il.1.4.I	-0.444764846	-0.408400887	-0.411549856	-0.433374451	-0.339443977	-0.076689557	-0.997971317	-0.918643627	0.335078865	-0.05038386	0.920253851	-0.350126445	-0.862059852	0.245867415	-0.488495877	-0.665058152	1.507179971	-0.431522391	0.037738835	-0.937122509	0.865319469	0.240582685	0.136294318	0.0182829	0.615727168	-0.014774682	-0.617438857	0.003760069	-0.089435723	-0.990675913	0.830764038	-0.958922513	0.310878852	-0.12257217	-0.707009935	-0.171094294	-1.044559275	-0.016811023	-0.366422545	1.20720301	-1.307323814	-0.63951514	-0.643596785	0.15024315	-0.30542229	-1.427115935	1.030495645	-1.096243544	-0.929175248	-0.457076459	1.049388342	0.248979009	-0.279556249	0.371816194	0.206368375	-0.577771968	-0.09557674	0.245055997	-0.201172098	-0.164390065	0.134208145	-1.061377607	-0.56801546	5.36352455	-2.148503735	-0.074174515	-0.183286871	0.036408545	-0.011800085	-0.529457777	-1.301660242	-0.044453675	0.187429284	0.364411357	0.191001869	-1.283864147	0.035659496	1.403525369	0.265478873	1.126587204	-1.208853327	-0.258736949	-0.230321741	-0.447932135	1.081130165	0.931685155	-0.29518546	-1.08473796	0.379417809	0.055995891	-0.846226601	-0.301691125	0.759752307	1.112796449	0.051019127	0.125629071	-0.890540659	0.146783883	-0.378234427	-0.019882368	-0.076174443	-0.15876121	0.719272051	-1.346968895	0.957285201	0.740797257	1.07371337	-0.432831402	0.494235552	0.389168168	0.82383669	-0.771544183	0.6015633	0.43303379	0.504341406	-0.199490998	0.46419263	0.560518153	1.1298358	-0.183712461	1.104402726	0.205092653	0.411025746	-1.502107335	-0.348099195	-0.416950067	0.156176315	0.321161873	NA	-0.417677139	-0.525412893	1.214780599	0.04110131	-0.510802921	0.03708543	-0.494183076	0.140419377	0.51658868	-0.761407116	0.10351585	0.189114861	0.58711576	0.44663638	-0.33860866	0.644294513	-0.172662043	-0.42895566	-1.005785796	-1.29269735	-0.53656738	-0.564385196	0.253573941	-0.305597895	0.06606064	0.151807405	-0.772079626	-0.475037689	-0.439772262	-0.313007222	-1.1132911	0.353447796	0.57534124	0.44152337	0.09920217	-0.809962807	-0.73447273	1.280620791	2.01609339	2.18262663	-2.27457822	-2.20134229	-1.6561137	0.30821946	0.885952581	0.285180479	-1.58702127	-1.248756712	-0.46109507	1.896051637	-0.16669233	0.813053841	0.559084273	0.513540057	-0.04568808	1.276836045	1.67406663	0.88442258	0.19704488	0.538717161	0.18084366	0.214856734	0.796393841	1.5723587	0.14816801	0.738104926	-0.44747709	0.81656013	0.650355939	0.35760033	-1.052419578	0.083738962	0.461335334	0.69704265	0.74306302	-0.70207773	-0.52295802	0.08941385	5.46544092	0.93638298	0.37789882	-0.33596204	-0.12472615	0.50795157	-0.47104923	0.062767267	-0.58551936	-1.303919649	1.13481982	0.97895112	-1.81244878	0.428299644	0.864298621	9.10	9.25	0.18	10.60	31.33	0.18	32.07	12.10	31.77	-16.8	-18.6	-16.6	-18.0	1.8	1.4	3.73
